
Project:     chc-rt-ppp
Program:     GrafNav Version 8.70.8722
Profile:     Grid (Selectable)
Source:      GNSS Epochs(GNSS Combined)
ProcessInfo: chc-rt-ppp by Unknown on 11/6/2021 at 11:35:08

Datum:       ITRF2014
Master 1:    Name ISTA00TUR, Status ENABLED
             Antenna height 0.061 m, to ARP [LEIAR25.R4(LEIT)]
             Lat, Lon, El Hgt 41 06 16.01860, 29 01 09.63879, 147.244 m [ITRF2014, N/A]
Remote:      Antenna height 0.000 m, to ARP [CHCI90(NONE)]
Geoid:       EGM2008-World.wpg [] (Absolute correction)

Map projection Info:
  Defined grid: UTM, Zone 35
SD Scaling Settings:
  Position: 1.0000
  Velocity: 1.0000

   GPSTime      Easting     Northing     h-Ell     H-MSL Q SDHoriz SDHeigh AmbStatus  Description     
     (HMS)          (m)          (m)       (m)       (m)       (m)     (m)                            
12:02:46.0   669596.267  4552264.253   130.092    92.809 1   0.008   0.012 Fixed      N/A!            
12:02:47.0   669596.263  4552264.252   130.089    92.806 1   0.008   0.012 Fixed      N/A!            
12:02:48.0   669596.265  4552264.254   130.097    92.814 1   0.008   0.012 Fixed      N/A!            
12:02:49.0   669596.261  4552264.254   130.093    92.810 1   0.008   0.012 Fixed      N/A!            
12:02:50.0   669596.264  4552264.258   130.093    92.809 1   0.008   0.012 Fixed      N/A!            
12:02:51.0   669596.261  4552264.257   130.090    92.807 1   0.008   0.012 Fixed      N/A!            
12:02:52.0   669596.262  4552264.258   130.093    92.810 1   0.008   0.012 Fixed      N/A!            
12:02:53.0   669596.263  4552264.255   130.091    92.808 1   0.008   0.012 Fixed      N/A!            
12:02:54.0   669596.263  4552264.261   130.091    92.808 1   0.008   0.012 Fixed      N/A!            
12:02:55.0   669596.261  4552264.260   130.089    92.806 1   0.008   0.012 Fixed      N/A!            
12:02:56.0   669596.262  4552264.260   130.091    92.808 1   0.008   0.012 Fixed      N/A!            
12:02:57.0   669596.261  4552264.261   130.089    92.805 1   0.008   0.012 Fixed      N/A!            
12:02:58.0   669596.261  4552264.290   130.089    92.806 1   0.008   0.012 Fixed      N/A!            
12:02:59.0   669596.243  4552264.289   130.093    92.809 1   0.008   0.012 Fixed      N/A!            
12:03:00.0   669596.260  4552264.293   130.092    92.808 1   0.008   0.012 Fixed      N/A!            
12:03:01.0   669596.261  4552264.294   130.087    92.804 1   0.008   0.012 Fixed      N/A!            
12:03:02.0   669596.258  4552264.290   130.090    92.806 1   0.008   0.012 Fixed      N/A!            
12:03:03.0   669596.260  4552264.288   130.090    92.806 1   0.008   0.012 Fixed      N/A!            
12:03:04.0   669596.255  4552264.288   130.091    92.807 1   0.008   0.012 Fixed      N/A!            
12:03:05.0   669596.263  4552264.280   130.098    92.814 1   0.008   0.012 Fixed      N/A!            
12:03:06.0   669596.246  4552264.253   130.096    92.812 1   0.008   0.012 Fixed      N/A!            
12:03:07.0   669596.267  4552264.255   130.093    92.810 1   0.008   0.012 Fixed      N/A!            
12:03:08.0   669596.258  4552264.278   130.096    92.812 1   0.008   0.012 Fixed      N/A!            
12:03:09.0   669596.250  4552264.287   130.097    92.813 1   0.008   0.012 Fixed      N/A!            
12:03:10.0   669596.258  4552264.296   130.098    92.815 1   0.008   0.012 Fixed      N/A!            
12:03:11.0   669596.244  4552264.305   130.094    92.811 1   0.008   0.012 Fixed      N/A!            
12:03:12.0   669596.249  4552264.304   130.098    92.815 1   0.008   0.012 Fixed      N/A!            
12:03:13.0   669596.250  4552264.305   130.096    92.813 1   0.008   0.012 Fixed      N/A!            
12:03:14.0   669596.249  4552264.303   130.098    92.814 1   0.008   0.012 Fixed      N/A!            
12:03:15.0   669596.248  4552264.304   130.096    92.812 1   0.008   0.012 Fixed      N/A!            
12:03:16.0   669596.249  4552264.304   130.102    92.819 1   0.008   0.012 Fixed      N/A!            
12:03:17.0   669596.248  4552264.302   130.099    92.816 1   0.008   0.012 Fixed      N/A!            
12:03:18.0   669596.248  4552264.303   130.099    92.815 1   0.008   0.012 Fixed      N/A!            
12:03:19.0   669596.249  4552264.304   130.100    92.816 1   0.008   0.012 Fixed      N/A!            
12:03:20.0   669596.248  4552264.303   130.096    92.812 1   0.008   0.012 Fixed      N/A!            
12:03:21.0   669596.248  4552264.303   130.096    92.812 1   0.008   0.012 Fixed      N/A!            
12:03:22.0   669596.248  4552264.305   130.097    92.813 1   0.008   0.012 Fixed      N/A!            
12:03:23.0   669596.250  4552264.303   130.097    92.814 1   0.008   0.012 Fixed      N/A!            
12:03:24.0   669596.248  4552264.304   130.097    92.813 1   0.008   0.012 Fixed      N/A!            
12:03:25.0   669596.248  4552264.305   130.100    92.816 1   0.008   0.012 Fixed      N/A!            
12:03:26.0   669596.248  4552264.307   130.097    92.814 1   0.008   0.012 Fixed      N/A!            
12:03:27.0   669596.247  4552264.306   130.099    92.815 1   0.008   0.012 Fixed      N/A!            
12:03:28.0   669596.249  4552264.306   130.098    92.815 1   0.008   0.012 Fixed      N/A!            
12:03:29.0   669596.248  4552264.307   130.092    92.809 1   0.008   0.012 Fixed      N/A!            
12:03:30.0   669596.249  4552264.309   130.094    92.810 1   0.008   0.012 Fixed      N/A!            
12:03:31.0   669596.249  4552264.308   130.096    92.812 1   0.008   0.012 Fixed      N/A!            
12:03:32.0   669596.248  4552264.309   130.099    92.815 1   0.008   0.012 Fixed      N/A!            
12:03:33.0   669596.249  4552264.309   130.097    92.814 1   0.008   0.012 Fixed      N/A!            
12:03:34.0   669596.248  4552264.308   130.094    92.810 1   0.008   0.012 Fixed      N/A!            
12:03:35.0   669596.250  4552264.307   130.097    92.813 1   0.008   0.012 Fixed      N/A!            
12:03:36.0   669596.248  4552264.309   130.096    92.812 1   0.008   0.012 Fixed      N/A!            
12:03:37.0   669596.255  4552264.316   130.095    92.812 1   0.008   0.012 Fixed      N/A!            
12:03:38.0   669596.253  4552264.313   130.095    92.812 1   0.008   0.012 Fixed      N/A!            
12:03:39.0   669596.254  4552264.313   130.099    92.815 1   0.008   0.012 Fixed      N/A!            
12:03:40.0   669596.251  4552264.312   130.096    92.812 1   0.008   0.012 Fixed      N/A!            
12:03:41.0   669596.254  4552264.312   130.099    92.815 1   0.008   0.012 Fixed      N/A!            
12:03:42.0   669596.251  4552264.311   130.096    92.813 1   0.008   0.012 Fixed      N/A!            
12:03:43.0   669596.253  4552264.309   130.101    92.817 1   0.008   0.012 Fixed      N/A!            
12:03:44.0   669596.249  4552264.311   130.101    92.817 1   0.008   0.012 Fixed      N/A!            
12:03:45.0   669596.248  4552264.307   130.099    92.815 1   0.008   0.012 Fixed      N/A!            
12:03:46.0   669596.250  4552264.308   130.100    92.817 1   0.008   0.012 Fixed      N/A!            
12:03:47.0   669596.252  4552264.310   130.097    92.814 1   0.008   0.012 Fixed      N/A!            
12:03:48.0   669596.251  4552264.311   130.099    92.815 1   0.008   0.012 Fixed      N/A!            
12:03:49.0   669596.251  4552264.313   130.098    92.815 1   0.008   0.012 Fixed      N/A!            
12:03:50.0   669596.241  4552264.303   130.098    92.814 1   0.008   0.012 Fixed      N/A!            
12:03:51.0   669596.229  4552264.276   130.104    92.820 1   0.008   0.012 Fixed      N/A!            
12:03:52.0   669596.216  4552264.244   130.102    92.819 1   0.008   0.012 Fixed      N/A!            
12:03:53.0   669596.221  4552264.240   130.103    92.819 1   0.008   0.012 Fixed      N/A!            
12:03:54.0   669596.222  4552264.253   130.101    92.818 1   0.008   0.012 Fixed      N/A!            
12:03:55.0   669596.216  4552264.259   130.100    92.816 1   0.008   0.012 Fixed      N/A!            
12:03:56.0   669596.218  4552264.266   130.102    92.818 1   0.008   0.012 Fixed      N/A!            
12:03:57.0   669596.214  4552264.256   130.100    92.817 1   0.008   0.012 Fixed      N/A!            
12:03:58.0   669596.225  4552264.263   130.101    92.817 1   0.008   0.012 Fixed      N/A!            
12:03:59.0   669596.221  4552264.259   130.102    92.818 1   0.008   0.012 Fixed      N/A!            
12:04:00.0   669596.227  4552264.262   130.098    92.815 1   0.008   0.012 Fixed      N/A!            
12:04:01.0   669596.219  4552264.273   130.100    92.816 1   0.008   0.012 Fixed      N/A!            
12:04:02.0   669596.224  4552264.284   130.101    92.818 1   0.008   0.012 Fixed      N/A!            
12:04:03.0   669596.222  4552264.285   130.101    92.817 1   0.008   0.012 Fixed      N/A!            
12:04:04.0   669596.226  4552264.286   130.099    92.816 1   0.008   0.012 Fixed      N/A!            
12:04:05.0   669596.217  4552264.285   130.100    92.817 1   0.008   0.012 Fixed      N/A!            
12:04:06.0   669596.217  4552264.286   130.106    92.822 1   0.008   0.012 Fixed      N/A!            
12:04:07.0   669596.217  4552264.290   130.100    92.817 1   0.008   0.012 Fixed      N/A!            
12:04:08.0   669596.187  4552264.280   130.102    92.818 1   0.008   0.012 Fixed      N/A!            
12:04:09.0   669596.329  4552264.330   130.109    92.825 1   0.008   0.012 Fixed      N/A!            
12:04:10.0   669596.283  4552264.323   130.114    92.831 1   0.008   0.012 Fixed      N/A!            
12:04:11.0   669596.197  4552264.292   130.111    92.828 1   0.008   0.012 Fixed      N/A!            
12:04:12.0   669596.182  4552264.284   130.111    92.828 1   0.008   0.012 Fixed      N/A!            
12:04:13.0   669596.196  4552264.273   130.115    92.832 1   0.008   0.012 Fixed      N/A!            
12:04:14.0   669596.201  4552264.264   130.110    92.827 1   0.008   0.012 Fixed      N/A!            
12:04:15.0   669596.190  4552264.279   130.112    92.828 1   0.008   0.012 Fixed      N/A!            
12:04:16.0   669596.189  4552264.277   130.108    92.824 1   0.008   0.012 Fixed      N/A!            
12:04:17.0   669596.188  4552264.282   130.112    92.828 1   0.008   0.012 Fixed      N/A!            
12:04:18.0   669596.187  4552264.281   130.112    92.828 1   0.008   0.012 Fixed      N/A!            
12:04:19.0   669596.188  4552264.280   130.109    92.825 1   0.008   0.012 Fixed      N/A!            
12:04:20.0   669596.192  4552264.279   130.111    92.828 1   0.008   0.012 Fixed      N/A!            
12:04:21.0   669596.200  4552264.271   130.109    92.825 1   0.008   0.012 Fixed      N/A!            
12:04:22.0   669596.198  4552264.272   130.113    92.830 1   0.008   0.012 Fixed      N/A!            
12:04:23.0   669596.200  4552264.270   130.113    92.829 1   0.008   0.012 Fixed      N/A!            
12:04:24.0   669596.200  4552264.272   130.112    92.829 1   0.008   0.012 Fixed      N/A!            
12:04:25.0   669596.201  4552264.272   130.113    92.829 1   0.008   0.012 Fixed      N/A!            
12:04:26.0   669596.199  4552264.268   130.107    92.824 1   0.008   0.012 Fixed      N/A!            
12:04:27.0   669596.197  4552264.273   130.114    92.831 1   0.008   0.012 Fixed      N/A!            
12:04:28.0   669596.196  4552264.272   130.113    92.829 1   0.008   0.012 Fixed      N/A!            
12:04:29.0   669596.200  4552264.274   130.112    92.829 1   0.008   0.012 Fixed      N/A!            
12:04:30.0   669596.198  4552264.273   130.112    92.829 1   0.008   0.012 Fixed      N/A!            
12:04:31.0   669596.198  4552264.273   130.110    92.827 1   0.008   0.012 Fixed      N/A!            
12:04:32.0   669596.197  4552264.272   130.110    92.827 1   0.008   0.012 Fixed      N/A!            
12:04:33.0   669596.197  4552264.273   130.113    92.829 1   0.008   0.012 Fixed      N/A!            
12:04:34.0   669596.200  4552264.271   130.111    92.827 1   0.008   0.012 Fixed      N/A!            
12:04:35.0   669596.199  4552264.271   130.111    92.828 1   0.008   0.012 Fixed      N/A!            
12:04:36.0   669596.198  4552264.274   130.112    92.828 1   0.008   0.012 Fixed      N/A!            
12:04:37.0   669596.200  4552264.277   130.110    92.827 1   0.008   0.012 Fixed      N/A!            
12:04:38.0   669596.197  4552264.272   130.110    92.826 1   0.008   0.012 Fixed      N/A!            
12:04:39.0   669596.195  4552264.271   130.110    92.826 1   0.008   0.012 Fixed      N/A!            
12:04:40.0   669596.196  4552264.274   130.113    92.830 1   0.008   0.012 Fixed      N/A!            
12:04:41.0   669596.192  4552264.270   130.110    92.827 1   0.008   0.012 Fixed      N/A!            
12:04:42.0   669596.194  4552264.270   130.108    92.824 1   0.008   0.012 Fixed      N/A!            
12:04:43.0   669596.192  4552264.270   130.108    92.825 1   0.008   0.012 Fixed      N/A!            
12:04:44.0   669596.194  4552264.270   130.108    92.824 1   0.008   0.012 Fixed      N/A!            
12:04:45.0   669596.195  4552264.272   130.108    92.825 1   0.008   0.012 Fixed      N/A!            
12:04:46.0   669596.195  4552264.273   130.108    92.825 1   0.008   0.012 Fixed      N/A!            
12:04:47.0   669596.195  4552264.276   130.106    92.823 1   0.008   0.012 Fixed      N/A!            
12:04:48.0   669596.195  4552264.277   130.108    92.824 1   0.008   0.012 Fixed      N/A!            
12:04:49.0   669596.195  4552264.274   130.107    92.823 1   0.008   0.012 Fixed      N/A!            
12:04:50.0   669596.196  4552264.276   130.105    92.822 1   0.008   0.012 Fixed      N/A!            
12:04:51.0   669596.198  4552264.271   130.106    92.822 1   0.008   0.012 Fixed      N/A!            
12:04:52.0   669596.187  4552264.264   130.111    92.827 1   0.008   0.012 Fixed      N/A!            
12:04:53.0   669596.197  4552264.267   130.108    92.824 1   0.008   0.012 Fixed      N/A!            
12:04:54.0   669596.196  4552264.269   130.107    92.824 1   0.008   0.012 Fixed      N/A!            
12:04:55.0   669596.204  4552264.267   130.101    92.818 1   0.008   0.012 Fixed      N/A!            
12:04:56.0   669596.205  4552264.267   130.100    92.816 1   0.008   0.012 Fixed      N/A!            
12:04:57.0   669596.204  4552264.265   130.101    92.818 1   0.008   0.012 Fixed      N/A!            
12:04:58.0   669596.207  4552264.265   130.100    92.817 1   0.008   0.012 Fixed      N/A!            
12:04:59.0   669596.209  4552264.265   130.103    92.819 1   0.008   0.012 Fixed      N/A!            
12:05:00.0   669596.197  4552264.257   130.104    92.821 1   0.008   0.012 Fixed      N/A!            
12:05:01.0   669596.196  4552264.260   130.104    92.820 1   0.008   0.012 Fixed      N/A!            
12:05:02.0   669596.187  4552264.258   130.108    92.825 1   0.008   0.012 Fixed      N/A!            
12:05:03.0   669596.188  4552264.266   130.104    92.820 1   0.008   0.012 Fixed      N/A!            
12:05:04.0   669596.186  4552264.265   130.105    92.821 1   0.008   0.012 Fixed      N/A!            
12:05:05.0   669596.189  4552264.266   130.103    92.819 1   0.008   0.012 Fixed      N/A!            
12:05:06.0   669596.187  4552264.264   130.106    92.822 1   0.008   0.012 Fixed      N/A!            
12:05:07.0   669596.190  4552264.269   130.105    92.821 1   0.008   0.012 Fixed      N/A!            
12:05:08.0   669596.189  4552264.266   130.105    92.821 1   0.008   0.012 Fixed      N/A!            
12:05:09.0   669596.191  4552264.265   130.103    92.820 1   0.008   0.012 Fixed      N/A!            
12:05:10.0   669596.187  4552264.268   130.108    92.824 1   0.008   0.012 Fixed      N/A!            
12:05:11.0   669596.192  4552264.269   130.107    92.823 1   0.008   0.012 Fixed      N/A!            
12:05:12.0   669596.188  4552264.278   130.105    92.821 1   0.008   0.012 Fixed      N/A!            
12:05:13.0   669596.210  4552264.272   130.104    92.820 1   0.008   0.012 Fixed      N/A!            
12:05:14.0   669596.214  4552264.260   130.104    92.821 1   0.008   0.012 Fixed      N/A!            
12:05:15.0   669596.213  4552264.275   130.101    92.818 1   0.008   0.012 Fixed      N/A!            
12:05:16.0   669596.203  4552264.269   130.103    92.820 1   0.008   0.012 Fixed      N/A!            
12:05:17.0   669596.186  4552264.274   130.104    92.821 1   0.008   0.012 Fixed      N/A!            
12:05:18.0   669596.210  4552264.274   130.108    92.824 1   0.008   0.012 Fixed      N/A!            
12:05:19.0   669596.194  4552264.273   130.102    92.819 1   0.008   0.012 Fixed      N/A!            
12:05:20.0   669596.198  4552264.280   130.104    92.820 1   0.008   0.012 Fixed      N/A!            
12:05:21.0   669596.195  4552264.283   130.105    92.821 1   0.008   0.012 Fixed      N/A!            
12:05:22.0   669596.198  4552264.275   130.105    92.822 1   0.008   0.012 Fixed      N/A!            
12:05:23.0   669596.194  4552264.273   130.103    92.820 1   0.008   0.012 Fixed      N/A!            
12:05:24.0   669596.192  4552264.273   130.103    92.819 1   0.008   0.012 Fixed      N/A!            
12:05:25.0   669596.192  4552264.270   130.104    92.821 1   0.008   0.012 Fixed      N/A!            
12:05:26.0   669596.195  4552264.270   130.106    92.823 1   0.008   0.012 Fixed      N/A!            
12:05:27.0   669596.192  4552264.270   130.104    92.820 1   0.008   0.012 Fixed      N/A!            
12:05:28.0   669596.191  4552264.273   130.104    92.820 1   0.008   0.012 Fixed      N/A!            
12:05:29.0   669596.190  4552264.271   130.104    92.820 1   0.008   0.012 Fixed      N/A!            
12:05:30.0   669596.192  4552264.272   130.103    92.819 1   0.008   0.012 Fixed      N/A!            
12:05:31.0   669596.191  4552264.271   130.105    92.821 1   0.008   0.012 Fixed      N/A!            
12:05:32.0   669596.191  4552264.272   130.104    92.820 1   0.008   0.012 Fixed      N/A!            
12:05:33.0   669596.192  4552264.272   130.103    92.819 1   0.008   0.012 Fixed      N/A!            
12:05:34.0   669596.193  4552264.271   130.103    92.820 1   0.008   0.012 Fixed      N/A!            
12:05:35.0   669596.193  4552264.271   130.103    92.820 1   0.008   0.012 Fixed      N/A!            
12:05:36.0   669596.193  4552264.271   130.104    92.820 1   0.008   0.012 Fixed      N/A!            
12:05:37.0   669596.192  4552264.272   130.103    92.820 1   0.008   0.012 Fixed      N/A!            
12:05:38.0   669596.191  4552264.271   130.106    92.822 1   0.008   0.012 Fixed      N/A!            
12:05:39.0   669596.193  4552264.271   130.105    92.822 1   0.008   0.012 Fixed      N/A!            
12:05:40.0   669596.191  4552264.272   130.103    92.819 1   0.008   0.012 Fixed      N/A!            
12:05:41.0   669596.190  4552264.274   130.106    92.822 1   0.008   0.012 Fixed      N/A!            
12:05:42.0   669596.192  4552264.275   130.104    92.820 1   0.008   0.012 Fixed      N/A!            
12:05:43.0   669596.193  4552264.274   130.105    92.822 1   0.008   0.012 Fixed      N/A!            
12:05:44.0   669596.192  4552264.274   130.105    92.822 1   0.008   0.012 Fixed      N/A!            
12:05:45.0   669596.193  4552264.274   130.103    92.820 1   0.008   0.012 Fixed      N/A!            
12:05:46.0   669596.199  4552264.274   130.111    92.827 1   0.008   0.012 Fixed      N/A!            
12:05:47.0   669596.213  4552264.279   130.109    92.826 1   0.008   0.012 Fixed      N/A!            
12:05:48.0   669596.211  4552264.282   130.114    92.830 1   0.008   0.012 Fixed      N/A!            
12:05:49.0   669596.208  4552264.273   130.109    92.825 1   0.008   0.012 Fixed      N/A!            
12:05:50.0   669596.206  4552264.274   130.107    92.823 1   0.008   0.012 Fixed      N/A!            
12:05:51.0   669596.208  4552264.267   130.106    92.822 1   0.008   0.012 Fixed      N/A!            
12:05:52.0   669596.208  4552264.268   130.104    92.820 1   0.008   0.012 Fixed      N/A!            
12:05:53.0   669596.205  4552264.264   130.103    92.820 1   0.008   0.012 Fixed      N/A!            
12:05:54.0   669596.211  4552264.261   130.106    92.823 1   0.008   0.012 Fixed      N/A!            
12:05:55.0   669596.211  4552264.259   130.103    92.820 1   0.008   0.012 Fixed      N/A!            
12:05:56.0   669596.210  4552264.258   130.099    92.816 1   0.008   0.012 Fixed      N/A!            
12:05:57.0   669596.212  4552264.259   130.103    92.819 1   0.008   0.012 Fixed      N/A!            
12:05:58.0   669596.214  4552264.259   130.103    92.819 1   0.008   0.012 Fixed      N/A!            
12:05:59.0   669596.215  4552264.261   130.104    92.820 1   0.008   0.012 Fixed      N/A!            
12:06:00.0   669596.218  4552264.259   130.105    92.821 1   0.008   0.012 Fixed      N/A!            
12:06:01.0   669596.217  4552264.261   130.103    92.820 1   0.008   0.012 Fixed      N/A!            
12:06:02.0   669596.219  4552264.269   130.103    92.820 1   0.008   0.012 Fixed      N/A!            
12:06:03.0   669596.219  4552264.268   130.104    92.821 1   0.008   0.012 Fixed      N/A!            
12:06:04.0   669596.219  4552264.266   130.109    92.826 1   0.008   0.012 Fixed      N/A!            
12:06:05.0   669596.218  4552264.268   130.111    92.827 1   0.008   0.012 Fixed      N/A!            
12:06:06.0   669596.220  4552264.266   130.108    92.825 1   0.008   0.012 Fixed      N/A!            
12:06:07.0   669596.218  4552264.265   130.110    92.826 1   0.008   0.012 Fixed      N/A!            
12:06:08.0   669596.221  4552264.268   130.108    92.825 1   0.008   0.012 Fixed      N/A!            
12:06:09.0   669596.220  4552264.267   130.107    92.823 1   0.008   0.012 Fixed      N/A!            
12:06:10.0   669596.220  4552264.266   130.106    92.823 1   0.008   0.012 Fixed      N/A!            
12:06:11.0   669596.221  4552264.266   130.110    92.826 1   0.008   0.012 Fixed      N/A!            
12:06:12.0   669596.219  4552264.266   130.110    92.826 1   0.008   0.012 Fixed      N/A!            
12:06:13.0   669596.219  4552264.270   130.112    92.828 1   0.008   0.012 Fixed      N/A!            
12:06:14.0   669596.220  4552264.280   130.110    92.826 1   0.008   0.012 Fixed      N/A!            
12:06:15.0   669596.221  4552264.286   130.104    92.821 1   0.008   0.012 Fixed      N/A!            
12:06:16.0   669596.219  4552264.284   130.105    92.821 1   0.008   0.012 Fixed      N/A!            
12:06:17.0   669596.218  4552264.284   130.106    92.823 1   0.008   0.012 Fixed      N/A!            
12:06:18.0   669596.218  4552264.285   130.105    92.822 1   0.008   0.012 Fixed      N/A!            
12:06:19.0   669596.221  4552264.283   130.107    92.823 1   0.008   0.012 Fixed      N/A!            
12:06:20.0   669596.226  4552264.290   130.107    92.823 1   0.008   0.012 Fixed      N/A!            
12:06:21.0   669596.225  4552264.286   130.109    92.825 1   0.008   0.012 Fixed      N/A!            
12:06:22.0   669596.216  4552264.287   130.110    92.827 1   0.008   0.012 Fixed      N/A!            
12:06:23.0   669596.212  4552264.283   130.112    92.829 1   0.008   0.012 Fixed      N/A!            
12:06:24.0   669596.209  4552264.249   130.111    92.827 1   0.008   0.012 Fixed      N/A!            
12:06:25.0   669596.221  4552264.244   130.113    92.829 1   0.008   0.012 Fixed      N/A!            
12:06:26.0   669596.208  4552264.259   130.117    92.833 1   0.008   0.012 Fixed      N/A!            
12:06:27.0   669596.195  4552264.276   130.111    92.827 1   0.008   0.012 Fixed      N/A!            
12:06:28.0   669596.197  4552264.270   130.110    92.826 1   0.008   0.012 Fixed      N/A!            
12:06:29.0   669596.198  4552264.264   130.112    92.828 1   0.008   0.012 Fixed      N/A!            
12:06:30.0   669596.201  4552264.274   130.109    92.825 1   0.008   0.012 Fixed      N/A!            
12:06:31.0   669596.208  4552264.274   130.110    92.826 1   0.008   0.012 Fixed      N/A!            
12:06:32.0   669596.222  4552264.269   130.098    92.815 1   0.008   0.012 Fixed      N/A!            
12:06:33.0   669596.228  4552264.269   130.096    92.812 1   0.008   0.012 Fixed      N/A!            
12:06:34.0   669596.232  4552264.276   130.097    92.813 1   0.008   0.012 Fixed      N/A!            
12:06:35.0   669596.223  4552264.302   130.102    92.818 1   0.008   0.012 Fixed      N/A!            
12:06:36.0   669596.223  4552264.297   130.102    92.818 1   0.008   0.012 Fixed      N/A!            
12:06:37.0   669596.228  4552264.292   130.098    92.815 1   0.008   0.012 Fixed      N/A!            
12:06:38.0   669596.229  4552264.292   130.095    92.812 1   0.008   0.012 Fixed      N/A!            
12:06:39.0   669596.228  4552264.291   130.097    92.814 1   0.008   0.012 Fixed      N/A!            
12:06:40.0   669596.229  4552264.289   130.097    92.813 1   0.008   0.012 Fixed      N/A!            
12:06:41.0   669596.226  4552264.293   130.097    92.814 1   0.008   0.012 Fixed      N/A!            
12:06:42.0   669596.229  4552264.290   130.099    92.816 1   0.008   0.012 Fixed      N/A!            
12:06:43.0   669596.227  4552264.292   130.100    92.816 1   0.008   0.012 Fixed      N/A!            
12:06:44.0   669596.225  4552264.295   130.101    92.818 1   0.008   0.012 Fixed      N/A!            
12:06:45.0   669596.229  4552264.288   130.101    92.818 1   0.008   0.012 Fixed      N/A!            
12:06:46.0   669596.226  4552264.296   130.102    92.818 1   0.008   0.012 Fixed      N/A!            
12:06:47.0   669596.227  4552264.292   130.101    92.817 1   0.008   0.012 Fixed      N/A!            
12:06:48.0   669596.239  4552264.297   130.100    92.817 1   0.008   0.012 Fixed      N/A!            
12:06:49.0   669596.233  4552264.298   130.100    92.816 1   0.008   0.012 Fixed      N/A!            
12:06:50.0   669596.224  4552264.283   130.111    92.828 1   0.008   0.012 Fixed      N/A!            
12:06:51.0   669596.204  4552264.255   130.109    92.825 1   0.008   0.012 Fixed      N/A!            
12:06:52.0   669596.201  4552264.256   130.106    92.822 1   0.008   0.012 Fixed      N/A!            
12:06:53.0   669596.201  4552264.255   130.106    92.823 1   0.008   0.012 Fixed      N/A!            
12:06:54.0   669596.200  4552264.250   130.106    92.823 1   0.008   0.012 Fixed      N/A!            
12:06:55.0   669596.211  4552264.261   130.106    92.823 1   0.008   0.012 Fixed      N/A!            
12:06:56.0   669596.202  4552264.260   130.109    92.825 1   0.008   0.012 Fixed      N/A!            
12:06:57.0   669596.201  4552264.258   130.108    92.824 1   0.008   0.012 Fixed      N/A!            
12:06:58.0   669596.188  4552264.263   130.106    92.822 1   0.008   0.012 Fixed      N/A!            
12:06:59.0   669596.194  4552264.266   130.106    92.822 1   0.008   0.012 Fixed      N/A!            
12:07:00.0   669596.201  4552264.267   130.109    92.825 1   0.008   0.012 Fixed      N/A!            
12:07:01.0   669596.197  4552264.265   130.107    92.823 1   0.008   0.012 Fixed      N/A!            
12:07:02.0   669596.199  4552264.271   130.109    92.825 1   0.008   0.012 Fixed      N/A!            
12:07:03.0   669596.191  4552264.264   130.104    92.820 1   0.008   0.012 Fixed      N/A!            
12:07:04.0   669596.202  4552264.257   130.109    92.825 1   0.008   0.012 Fixed      N/A!            
12:07:05.0   669596.196  4552264.271   130.110    92.826 1   0.008   0.012 Fixed      N/A!            
12:07:06.0   669596.180  4552264.271   130.107    92.824 1   0.008   0.012 Fixed      N/A!            
12:07:07.0   669596.201  4552264.247   130.110    92.827 1   0.008   0.012 Fixed      N/A!            
12:07:08.0   669596.224  4552264.282   130.116    92.833 1   0.008   0.012 Fixed      N/A!            
12:07:09.0   669596.191  4552264.296   130.108    92.824 1   0.008   0.012 Fixed      N/A!            
12:07:10.0   669596.206  4552264.269   130.104    92.820 1   0.008   0.012 Fixed      N/A!            
12:07:11.0   669596.202  4552264.281   130.103    92.819 1   0.008   0.012 Fixed      N/A!            
12:07:12.0   669596.209  4552264.281   130.105    92.822 1   0.008   0.012 Fixed      N/A!            
12:07:13.0   669596.211  4552264.284   130.108    92.825 1   0.008   0.012 Fixed      N/A!            
12:07:14.0   669596.209  4552264.282   130.106    92.823 1   0.008   0.012 Fixed      N/A!            
12:07:15.0   669596.187  4552264.292   130.104    92.821 1   0.008   0.012 Fixed      N/A!            
12:07:16.0   669596.196  4552264.289   130.104    92.820 1   0.008   0.012 Fixed      N/A!            
12:07:17.0   669596.197  4552264.288   130.104    92.821 1   0.008   0.012 Fixed      N/A!            
12:07:18.0   669596.181  4552264.274   130.105    92.822 1   0.008   0.012 Fixed      N/A!            
12:07:19.0   669596.175  4552264.290   130.107    92.823 1   0.008   0.012 Fixed      N/A!            
12:07:20.0   669596.234  4552264.282   130.113    92.830 1   0.008   0.012 Fixed      N/A!            
12:07:21.0   669596.206  4552264.270   130.107    92.824 1   0.008   0.012 Fixed      N/A!            
12:07:22.0   669596.201  4552264.285   130.107    92.824 1   0.008   0.012 Fixed      N/A!            
12:07:23.0   669596.190  4552264.283   130.104    92.820 1   0.008   0.012 Fixed      N/A!            
12:07:24.0   669596.215  4552264.267   130.103    92.820 1   0.008   0.012 Fixed      N/A!            
12:07:25.0   669596.196  4552264.298   130.106    92.822 1   0.008   0.012 Fixed      N/A!            
12:07:26.0   669596.212  4552264.286   130.107    92.824 1   0.008   0.012 Fixed      N/A!            
12:07:27.0   669596.210  4552264.293   130.103    92.819 1   0.008   0.012 Fixed      N/A!            
