
Project:     chc-rt-ppp
Program:     GrafNav Version 8.70.8722
Profile:     Grid (Selectable)
Source:      GNSS Epochs(GNSS Combined)
ProcessInfo: chc-rt-ppp by Unknown on 11/6/2021 at 11:35:08

Datum:       ITRF2014
Master 1:    Name ISTA00TUR, Status ENABLED
             Antenna height 0.061 m, to ARP [LEIAR25.R4(LEIT)]
             Lat, Lon, El Hgt 41 06 16.01860, 29 01 09.63879, 147.244 m [ITRF2014, N/A]
Remote:      Antenna height 0.000 m, to ARP [CHCI90(NONE)]
Geoid:       EGM2008-World.wpg [] (Absolute correction)

Map projection Info:
  Defined grid: UTM, Zone 35
SD Scaling Settings:
  Position: 1.0000
  Velocity: 1.0000

   GPSTime      Easting     Northing     h-Ell     H-MSL Q SDHoriz SDHeigh AmbStatus  Description     
     (HMS)          (m)          (m)       (m)       (m)       (m)     (m)                            
12:23:21.0   669780.970  4552207.306   132.746    95.465 2   0.020   0.051 Fixed      N/A!            
12:23:22.0   669781.225  4552205.966   132.759    95.477 2   0.020   0.051 Fixed      N/A!            
12:23:23.0   669781.521  4552204.581   132.690    95.409 2   0.020   0.051 Fixed      N/A!            
12:23:24.0   669781.870  4552203.213   132.634    95.353 2   0.020   0.051 Fixed      N/A!            
12:23:25.0   669782.166  4552201.720   132.640    95.359 2   0.020   0.050 Fixed      N/A!            
12:23:26.0   669782.103  4552200.382   132.520    95.238 2   0.017   0.041 Fixed      N/A!            
12:23:27.0   669782.272  4552198.924   132.309    95.027 2   0.015   0.034 Fixed      N/A!            
12:23:28.0   669782.422  4552197.542   132.242    94.960 2   0.015   0.034 Fixed      N/A!            
12:23:29.0   669782.789  4552196.193   132.106    94.825 2   0.015   0.033 Fixed      N/A!            
12:23:30.0   669783.131  4552194.831   132.066    94.785 2   0.015   0.034 Fixed      N/A!            
12:23:31.0   669783.392  4552193.524   131.986    94.704 1   0.015   0.034 Fixed      N/A!            
12:23:32.0   669783.675  4552192.208   131.891    94.609 2   0.015   0.036 Fixed      N/A!            
12:23:33.0   669783.973  4552190.905   131.906    94.624 2   0.015   0.036 Fixed      N/A!            
12:23:34.0   669784.267  4552189.592   131.720    94.439 2   0.016   0.037 Fixed      N/A!            
12:23:35.0   669784.433  4552188.261   131.714    94.432 1   0.017   0.042 Fixed      N/A!            
12:23:36.0   669784.697  4552186.944   131.759    94.477 1   0.021   0.054 Fixed      N/A!            
12:23:37.0   669784.981  4552185.596   131.560    94.278 2   0.021   0.046 Fixed      N/A!            
12:23:38.0   669785.248  4552184.271   131.408    94.126 2   0.022   0.047 Fixed      N/A!            
12:23:39.0   669785.575  4552182.941   131.360    94.078 2   0.022   0.042 Fixed      N/A!            
12:23:40.0   669785.802  4552181.602   131.321    94.039 3   0.020   0.041 Fixed      N/A!            
12:23:41.0   669786.092  4552180.154   131.200    93.918 3   0.021   0.043 Fixed      N/A!            
12:23:42.0   669786.256  4552178.757   131.087    93.805 2   0.021   0.044 Fixed      N/A!            
12:23:43.0   669786.314  4552177.343   131.098    93.816 2   0.020   0.045 Fixed      N/A!            
12:23:44.0   669786.592  4552175.914   130.963    93.682 2   0.020   0.047 Fixed      N/A!            
12:23:45.0   669786.865  4552174.507   130.858    93.576 1   0.021   0.050 Fixed      N/A!            
12:23:46.0   669787.152  4552173.119   130.784    93.502 2   0.022   0.058 Fixed      N/A!            
12:23:47.0   669787.388  4552171.742   130.781    93.499 2   0.023   0.055 Fixed      N/A!            
12:23:48.0   669787.596  4552170.317   130.680    93.398 1   0.025   0.060 Fixed      N/A!            
12:23:49.0   669787.820  4552168.963   130.528    93.246 1   0.025   0.060 Fixed      N/A!            
12:23:50.0   669788.036  4552167.593   130.676    93.394 1   0.020   0.048 Fixed      N/A!            
12:23:51.0   669788.257  4552166.233   130.632    93.350 1   0.020   0.048 Fixed      N/A!            
12:23:52.0   669788.486  4552164.942   130.340    93.058 1   0.018   0.038 Fixed      N/A!            
12:23:53.0   669788.884  4552163.756   130.261    92.979 1   0.018   0.038 Fixed      N/A!            
12:23:54.0   669789.305  4552162.492   130.244    92.962 1   0.018   0.038 Fixed      N/A!            
12:23:55.0   669789.800  4552161.210   130.071    92.789 3   0.015   0.029 Fixed      N/A!            
12:23:56.0   669790.141  4552159.906   130.013    92.731 1   0.019   0.042 Fixed      N/A!            
12:23:57.0   669790.389  4552158.639   129.991    92.709 1   0.017   0.032 Fixed      N/A!            
12:23:58.0   669790.718  4552157.327   129.881    92.599 1   0.012   0.024 Fixed      N/A!            
12:23:59.0   669791.060  4552155.961   129.758    92.476 2   0.011   0.021 Fixed      N/A!            
12:24:00.0   669791.344  4552154.596   129.746    92.464 2   0.011   0.021 Fixed      N/A!            
12:24:01.0   669791.607  4552153.234   129.677    92.395 2   0.011   0.022 Fixed      N/A!            
12:24:02.0   669792.080  4552151.888   129.496    92.214 2   0.010   0.020 Fixed      N/A!            
12:24:03.0   669792.710  4552150.552   129.383    92.101 1   0.009   0.017 Fixed      N/A!            
12:24:04.0   669793.432  4552149.336   129.383    92.101 1   0.010   0.018 Fixed      N/A!            
12:24:05.0   669794.154  4552148.227   129.293    92.011 1   0.010   0.017 Fixed      N/A!            
12:24:06.0   669794.710  4552147.161   129.155    91.873 1   0.010   0.017 Fixed      N/A!            
12:24:07.0   669795.565  4552146.533   129.183    91.901 1   0.009   0.016 Fixed      N/A!            
12:24:08.0   669796.826  4552146.666   129.234    91.952 1   0.009   0.015 Fixed      N/A!            
12:24:09.0   669798.139  4552147.113   129.156    91.874 1   0.008   0.013 Fixed      N/A!            
12:24:10.0   669799.360  4552147.536   129.213    91.931 1   0.008   0.013 Fixed      N/A!            
12:24:11.0   669800.659  4552147.919   129.227    91.945 1   0.008   0.013 Fixed      N/A!            
12:24:12.0   669802.005  4552148.120   129.132    91.850 1   0.008   0.013 Fixed      N/A!            
12:24:13.0   669803.251  4552148.220   129.156    91.875 1   0.008   0.013 Fixed      N/A!            
12:24:14.0   669804.583  4552148.451   129.169    91.887 1   0.008   0.012 Fixed      N/A!            
12:24:15.0   669805.865  4552148.779   129.091    91.809 1   0.008   0.012 Fixed      N/A!            
12:24:16.0   669807.067  4552149.152   129.181    91.899 1   0.008   0.012 Fixed      N/A!            
12:24:17.0   669808.270  4552149.619   129.110    91.828 1   0.008   0.012 Fixed      N/A!            
12:24:18.0   669809.484  4552150.103   129.112    91.831 1   0.008   0.012 Fixed      N/A!            
12:24:19.0   669810.722  4552150.569   129.142    91.861 1   0.008   0.012 Fixed      N/A!            
12:24:20.0   669811.899  4552150.896   129.052    91.770 1   0.008   0.013 Fixed      N/A!            
12:24:21.0   669813.055  4552151.116   129.060    91.779 1   0.008   0.013 Fixed      N/A!            
12:24:22.0   669814.297  4552151.351   128.948    91.667 1   0.008   0.013 Fixed      N/A!            
12:24:23.0   669815.520  4552151.607   128.907    91.625 1   0.008   0.013 Fixed      N/A!            
12:24:24.0   669816.735  4552151.886   129.000    91.719 1   0.008   0.013 Fixed      N/A!            
12:24:25.0   669817.980  4552152.175   128.910    91.629 1   0.008   0.013 Fixed      N/A!            
12:24:26.0   669819.198  4552152.509   128.949    91.667 1   0.008   0.013 Fixed      N/A!            
12:24:27.0   669820.441  4552152.900   128.912    91.631 1   0.008   0.013 Fixed      N/A!            
12:24:28.0   669821.701  4552153.362   128.855    91.573 1   0.009   0.014 Fixed      N/A!            
12:24:29.0   669822.973  4552153.718   128.904    91.622 1   0.011   0.015 Fixed      N/A!            
12:24:30.0   669824.280  4552154.074   128.858    91.576 2   0.011   0.015 Fixed      N/A!            
12:24:31.0   669825.526  4552154.489   128.758    91.476 2   0.010   0.013 Fixed      N/A!            
12:24:32.0   669826.836  4552154.871   128.833    91.552 1   0.010   0.012 Fixed      N/A!            
12:24:33.0   669828.180  4552155.270   128.843    91.562 2   0.009   0.013 Fixed      N/A!            
12:24:34.0   669829.415  4552155.775   128.831    91.550 1   0.009   0.013 Fixed      N/A!            
12:24:35.0   669830.684  4552156.240   128.884    91.603 1   0.010   0.014 Fixed      N/A!            
12:24:36.0   669832.017  4552156.556   128.866    91.585 1   0.010   0.014 Fixed      N/A!            
12:24:37.0   669833.342  4552156.787   128.847    91.565 1   0.009   0.014 Fixed      N/A!            
12:24:38.0   669834.616  4552157.162   128.969    91.688 1   0.009   0.014 Fixed      N/A!            
12:24:39.0   669835.929  4552157.613   128.930    91.649 1   0.009   0.013 Fixed      N/A!            
12:24:40.0   669837.138  4552157.969   128.982    91.701 1   0.009   0.013 Fixed      N/A!            
12:24:41.0   669838.444  4552158.299   129.048    91.766 1   0.009   0.013 Fixed      N/A!            
12:24:42.0   669839.681  4552158.611   129.007    91.726 1   0.009   0.013 Fixed      N/A!            
12:24:43.0   669840.897  4552159.033   129.120    91.839 1   0.009   0.013 Fixed      N/A!            
12:24:44.0   669842.166  4552159.544   129.082    91.801 1   0.009   0.013 Fixed      N/A!            
12:24:45.0   669843.300  4552160.029   129.119    91.838 1   0.009   0.013 Fixed      N/A!            
12:24:46.0   669844.586  4552160.380   129.164    91.883 1   0.009   0.012 Fixed      N/A!            
12:24:47.0   669845.863  4552160.635   129.120    91.839 1   0.009   0.012 Fixed      N/A!            
12:24:48.0   669847.120  4552160.910   129.223    91.942 1   0.009   0.012 Fixed      N/A!            
12:24:49.0   669848.400  4552161.308   129.205    91.924 1   0.009   0.012 Fixed      N/A!            
12:24:50.0   669849.609  4552161.632   129.223    91.942 1   0.008   0.012 Fixed      N/A!            
12:24:51.0   669850.948  4552161.872   129.284    92.003 1   0.008   0.011 Fixed      N/A!            
12:24:52.0   669852.200  4552162.013   129.237    91.956 1   0.008   0.011 Fixed      N/A!            
12:24:53.0   669853.395  4552162.209   129.322    92.041 1   0.008   0.011 Fixed      N/A!            
12:24:54.0   669854.667  4552162.534   129.303    92.022 1   0.008   0.011 Fixed      N/A!            
12:24:55.0   669855.829  4552162.889   129.347    92.066 1   0.008   0.011 Fixed      N/A!            
12:24:56.0   669857.119  4552163.161   129.403    92.122 1   0.008   0.011 Fixed      N/A!            
12:24:57.0   669858.331  4552163.409   129.366    92.085 1   0.008   0.012 Fixed      N/A!            
12:24:58.0   669859.517  4552163.719   129.463    92.183 1   0.008   0.012 Fixed      N/A!            
12:24:59.0   669860.752  4552164.093   129.421    92.140 1   0.008   0.012 Fixed      N/A!            
12:25:00.0   669861.901  4552164.472   129.497    92.217 1   0.008   0.012 Fixed      N/A!            
12:25:01.0   669863.101  4552164.794   129.506    92.225 1   0.008   0.012 Fixed      N/A!            
12:25:02.0   669864.413  4552165.095   129.505    92.224 1   0.008   0.012 Fixed      N/A!            
12:25:03.0   669865.639  4552165.458   129.592    92.312 1   0.008   0.012 Fixed      N/A!            
12:25:04.0   669866.872  4552165.915   129.520    92.240 1   0.008   0.011 Fixed      N/A!            
12:25:05.0   669868.101  4552166.264   129.596    92.316 1   0.008   0.011 Fixed      N/A!            
12:25:06.0   669869.427  4552166.572   129.590    92.310 1   0.008   0.011 Fixed      N/A!            
12:25:07.0   669870.632  4552166.806   129.576    92.295 2   0.008   0.011 Fixed      N/A!            
12:25:08.0   669871.830  4552167.059   129.610    92.330 1   0.008   0.011 Fixed      N/A!            
12:25:09.0   669873.047  4552167.418   129.551    92.271 1   0.008   0.011 Fixed      N/A!            
12:25:10.0   669874.244  4552167.704   129.632    92.351 1   0.008   0.011 Fixed      N/A!            
12:25:11.0   669875.502  4552167.983   129.564    92.284 1   0.008   0.011 Fixed      N/A!            
12:25:12.0   669876.686  4552168.228   129.642    92.361 1   0.008   0.011 Fixed      N/A!            
12:25:13.0   669877.905  4552168.603   129.597    92.316 1   0.008   0.011 Fixed      N/A!            
12:25:14.0   669879.090  4552168.946   129.635    92.355 1   0.008   0.011 Fixed      N/A!            
12:25:15.0   669880.378  4552169.237   129.634    92.354 1   0.008   0.011 Fixed      N/A!            
12:25:16.0   669881.577  4552169.472   129.626    92.346 1   0.008   0.011 Fixed      N/A!            
12:25:17.0   669882.830  4552169.828   129.668    92.388 1   0.008   0.011 Fixed      N/A!            
12:25:18.0   669884.039  4552170.256   129.610    92.330 1   0.008   0.011 Fixed      N/A!            
12:25:19.0   669885.248  4552170.654   129.719    92.439 1   0.008   0.011 Fixed      N/A!            
12:25:20.0   669886.513  4552170.928   129.636    92.356 1   0.008   0.011 Fixed      N/A!            
12:25:21.0   669887.754  4552171.233   129.727    92.447 1   0.008   0.011 Fixed      N/A!            
12:25:22.0   669889.058  4552171.621   129.696    92.416 1   0.008   0.011 Fixed      N/A!            
12:25:23.0   669890.244  4552172.086   129.740    92.460 1   0.008   0.011 Fixed      N/A!            
12:25:24.0   669891.497  4552172.428   129.781    92.501 1   0.008   0.011 Fixed      N/A!            
12:25:25.0   669892.761  4552172.657   129.733    92.453 1   0.008   0.011 Fixed      N/A!            
12:25:26.0   669893.985  4552172.919   129.820    92.540 1   0.008   0.011 Fixed      N/A!            
12:25:27.0   669895.147  4552173.331   129.758    92.478 1   0.008   0.011 Fixed      N/A!            
12:25:28.0   669896.274  4552173.686   129.841    92.561 1   0.008   0.011 Fixed      N/A!            
12:25:29.0   669897.475  4552174.067   129.775    92.494 1   0.008   0.011 Fixed      N/A!            
12:25:30.0   669898.656  4552174.361   129.847    92.567 1   0.008   0.011 Fixed      N/A!            
12:25:31.0   669899.906  4552174.667   129.803    92.523 1   0.008   0.011 Fixed      N/A!            
12:25:32.0   669901.078  4552174.950   129.850    92.570 1   0.008   0.011 Fixed      N/A!            
12:25:33.0   669902.315  4552175.262   129.846    92.566 1   0.008   0.011 Fixed      N/A!            
12:25:34.0   669903.479  4552175.412   129.846    92.566 1   0.008   0.012 Fixed      N/A!            
12:25:35.0   669904.712  4552175.540   129.870    92.590 1   0.008   0.012 Fixed      N/A!            
12:25:36.0   669905.910  4552175.550   129.838    92.558 1   0.008   0.012 Fixed      N/A!            
12:25:37.0   669907.010  4552175.078   129.875    92.595 1   0.008   0.012 Fixed      N/A!            
12:25:38.0   669907.789  4552174.148   129.801    92.521 1   0.008   0.012 Fixed      N/A!            
